
======== running Feff module feff8l_genfmt ========
 Calculating EXAFS parameters...
    Curved wave chi amplitude ratio   4.00%
    Discard feff.dat for paths with cw ratio <   2.67%
    path  cw ratio     deg    nleg  reff
      1   100.000     4.000     2   2.4778
      2    99.719     4.000     2   2.4811
      3    36.506     2.000     2   2.8612
      4    72.853     4.000     2   2.8640
      5     6.148     8.000     3   3.9084
      6     6.400    16.000     3   3.9114
      7    12.232    16.000     3   3.9114
      8    12.296    16.000     3   3.9114
      9     6.119     8.000     3   3.9117
     10    16.154     2.000     2   4.0462
     11    64.534     8.000     2   4.0483
     12    16.075     2.000     2   4.0543
     13     6.765     8.000     3   4.5009
     14     9.342    16.000     3   4.5036
     15    13.495    16.000     3   4.5036
     16    13.496    16.000     3   4.5036
     17     6.726     8.000     3   4.5083
     18    21.644     4.000     2   4.7447
     19    64.875    12.000     2   4.7463
     20    43.129     8.000     2   4.7515
     21     6.240    16.000     3   4.8867
     22     6.240    16.000     3   4.8867
     23    19.336     4.000     2   4.9556
     24     9.282     4.000     3   4.9556
     25    54.350     8.000     3   4.9556
     26    11.629     4.000     4   4.9556
     27     4.521     4.000     4   4.9556
     28    45.110     4.000     4   4.9556
     29    19.269     4.000     2   4.9622
     30     9.238     4.000     3   4.9622
     31    54.108     8.000     3   4.9622
     32    11.561     4.000     4   4.9622
     33     4.493     4.000     4   4.9622
     34    44.864     4.000     4   4.9622
     35     5.163     8.000     3   5.0418
     36     6.911     8.000     3   5.0419
     37     7.125     8.000     3   5.0418
     38    10.293    16.000     3   5.0441
     39     5.142     8.000     3   5.0444
     40    13.774    16.000     3   5.0441
     41     6.881     8.000     3   5.0444
     42     7.091     8.000     3   5.0444
     43    14.202    16.000     3   5.0441
     44    10.302    16.000     3   5.0483
     45    13.784    16.000     3   5.0483
     46    14.212    16.000     3   5.0483
     47     2.771    16.000     4   5.3418
     48     3.244    16.000     4   5.3418
     49     2.773    16.000     4   5.3451
     50     3.237    16.000     4   5.3451
     51     9.255    32.000     3   5.6363
     52     6.586     2.000     2   5.7224
     53     2.769     2.000     3   5.7224
     54    16.583     4.000     3   5.7224
     55     3.038     2.000     4   5.7224
     56    12.298     2.000     4   5.7224
     57    13.137     4.000     2   5.7279
     58     5.519     4.000     3   5.7279
     59    33.053     8.000     3   5.7279
     60     6.049     4.000     4   5.7279
     61     2.302     4.000     4   5.7279 neglected
     62    24.494     4.000     4   5.7279
     63     4.055    16.000     4   5.9339
     64     4.054    16.000     4   5.9372
   63 paths kept,   64 examined.
 Done with module 5: F_eff.
Note: The following floating-point exceptions are signalling: IEEE_UNDERFLOW_FLAG IEEE_DENORMAL
